stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oocyte,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,4.09,0,0,0,0,0,0,0,0,0,0,0,4.09,8.17,36.78,0,0,0,0,4.09,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,9.63,9.63,0,0,0,0,0,0,0,0,0,0,0,12.84,1.07,4.28,0,1.07,0,3.21,3.21,0,0,0,0,0,0,0,0,0,0
21Day,0,1.34,1.34,38.82,6.69,2.68,0,0,0,2.68,0,1.34,0,20.08,4.02,1.34,10.71,13.39,4.02,0,1.34,0,8.03,0,0,0,1.34,0,0,0,1.34,0,0,33.46
3Month,0,0.64,0.96,42.55,1.28,0,0,0.32,8.32,5.76,0,25.92,1.92,1.28,11.52,2.56,18.24,22.72,1.6,0,4.8,0.64,0.32,0,0,0,1.28,6.72,0.32,0.32,0,0.64,2.88,28.48
22Month,0.55,1.64,1.09,16.95,0,0,1.09,0,3.83,10.39,2.19,60.13,0.55,3.83,16.4,0.55,3.83,61.77,2.73,1.09,1.09,0,0.55,1.09,0.55,0.55,1.09,1.09,0,0,0,0.55,0,19.13
