stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte__Liver_,Granulocyte,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Osteoblast,Primordial_germ_cell,Retinal_cell,Spermatocyte
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,4.09,0,0,0,0,0,4.09,0,0,0,0,0
72hpf,1.07,0,0,0,0,0,0,0,0,0,1.07,3.21,0,1.07,0,0,0,2.14,2.14,0,1.07,0,0,0
21Day,0,0,0,9.37,0,0,0,0,0,0,0,69.6,0,2.68,0,0,0,2.68,1.34,0,1.34,1.34,0,0
3Month,0.32,0,0.32,34.23,0,0,2.24,1.28,0,0.96,1.6,0.32,0.32,0,0.32,0.64,0.32,0.32,0,0,0,4.48,0.32,0.64
22Month,0,1.09,0,14.76,0.55,0.55,6.56,1.09,0.55,0.55,0,0,0,0,0.55,0.55,0.55,0,0,0.55,0,2.73,0,0
