stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,4.09,0,0,0,0,0,0,0,20.43,0,0,0,0,4.09,0,77.64,8.17,0,0,0,0,0,44.95,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,2.14,3.21,0,2.14,0,3.21,0,0,0,0,0,0,0,0,0,0,2.14,9.63,5.35,6.42,0,0,0,0,17.12,8.56,1.07,1.07,0,7.49,1.07,0,0,0,0,0,0,0,0
21Day,0,0,2.68,26.77,0,12.05,0,4.02,1.34,1.34,0,0,1.34,0,2.68,0,0,5.35,6.69,6.69,0,0,2.68,0,6.69,5.35,2.68,0,0,6.69,4.02,0,0,5.35,0,0,0,0,2.68
3Month,0.32,4.48,1.92,40.95,0.32,0,0.64,0,134.06,58.23,0,0,25.92,57.27,2.24,22.72,6.72,10.88,50.87,23.68,4.16,0.32,10.88,1.92,0.96,0,1.92,1.28,0,0.64,2.88,0.96,4.16,1.6,0,0.32,2.88,4.48,14.72
22Month,0.55,19.68,7.11,31.71,0,0,1.64,1.64,89.1,192.42,16.95,0,75.98,44.83,12.03,45.37,2.73,7.11,110.97,39.36,0,0.55,12.57,0,1.09,0,2.73,4.37,0.55,2.19,0,0,3.28,2.19,0.55,0.55,0,0,17.49
