stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.09,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,0,2.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.07,0,0,0,0,0,0,0,0,0,0,0,0,0
21Day,0,0,0,0,0,0,0,0,0,0,0,4.02,0,0,0,0,1.34,0,0,0,0,0,0,0,1.34,0,0,0,0,0,0,0,0,0,0,0,0,0
3Month,0.96,4.8,13.44,71.35,0,7.68,0.32,0,20.16,14.08,0,4501.37,17.28,0.64,149.42,12.48,20.8,9.92,25.28,2.56,3.2,6.72,85.43,4.48,0.32,3.52,5.12,0,1.28,59.83,18.88,2.88,0.32,0,0.64,14.08,10.24,13.44
22Month,759.85,380.47,265.13,453.72,52.48,789.92,15.85,9.29,151.97,434.04,185.86,4065730.3,240.53,67.79,583.83,78.72,86.92,375.01,606.24,18.04,2286.11,789.37,17.49,163.45,10.93,44.83,443.34,5514.11,16.95,279.34,62.32,54.67,3669.69,61.77,1.64,13.12,2.19,93.48
