stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,65.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.35,8.17,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,1.07,0,0,62.05,0,0,0,0,0,0,0,0,0,0,0,1.07,28.88,0,2.14,0,1.07,0,0,44.93,0,0,0,0,2.14,0,0,0,0,1.07,0,0,0
21Day,1.34,0,0,20.08,0,1.34,0,0,0,0,0,5.35,0,0,1.34,0,28.11,0,8.03,0,1.34,2.68,0,13.39,4.02,1.34,1.34,0,6.69,1.34,0,0,0,0,0,0,1.34
3Month,0.64,1.92,3.2,31.04,0.64,0,1.92,0.32,0.32,2.56,3.84,673.81,4.16,0.32,12.16,2.56,22.08,3.2,22.08,5.12,1.6,4.48,2.56,1.6,0,10.56,0.64,0,0.64,10.24,16,0.96,0,0.32,3.52,143.66,3.52
22Month,0,0,1.09,4.37,0.55,0,3.28,0,0,1.09,4.37,526.98,0,0.55,2.73,0,4.37,0,6.01,0,10.39,0,0,2.19,0.55,7.11,0.55,0.55,0,1.09,2.73,0.55,0.55,0,0,0.55,1.09
