stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,4.09,4.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.09,0,0,0,0,0,0,24.52,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,2.14,0,134.79,0,0,0,0,0,0,0,0,0,1.07,0,3.21,46,2.14,5.35,0,0,1.07,0,95.21,12.84,1.07,0,6.42,1.07,0,3.21,1.07,0,0,0,0,0
21Day,2.68,0,2.68,212.83,1.34,12.05,0,0,0,0,0,1.34,1.34,6.69,8.03,2.68,392.19,0,16.06,0,0,1.34,0,32.12,72.28,0,0,5.35,2.68,4.02,0,2.68,4.02,0,0,0,1.34
3Month,0.32,2.88,1.6,492.4,0.64,0,0.32,0.64,7.36,26.24,0.32,44.79,26.56,2.56,32.95,19.84,523.44,9.28,134.38,2.56,0,3.2,13.12,1.6,0.64,13.12,15.04,0.64,33.27,164.45,0.96,0,0,0.64,2.56,154.54,5.76
22Month,0.55,3.28,1.09,54.12,0,0,1.09,0.55,5.47,8.75,3.28,47.56,2.73,1.09,19.68,27.33,642.87,4.92,79.26,0,0.55,3.28,0,1.09,1.64,3.28,1.09,0,0.55,74.35,0.55,0,0,0,2.73,0.55,2.73
