stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,28.6,8.17,0,12.26,0,0,0,4.09,0,0,0,0,0,0,0,4.09,0,0,28.6,0,0,0,0,16.35,237.01,0,0,4.09,0,0,0,0,0,0,0,0
72hpf,8.56,4.28,0,6.42,2.14,7.49,0,2.14,0,0,0,0,0,0,0,10.7,10.7,0,28.88,0,0,1.07,0,83.44,74.89,1.07,2.14,13.91,0,0,8.56,1.07,2.14,0,0,0
21Day,2.68,1.34,0,12.05,1.34,13.39,0,5.35,0,1.34,0,0,0,4.02,0,1.34,2.68,0,14.72,0,0,1.34,0,28.11,18.74,0,0,5.35,4.02,1.34,0,1.34,0,0,0,1.34
3Month,0.32,0.64,0.32,12.48,0,0,0.96,0,1.28,0.64,0,12.16,1.28,0,4.8,0.96,2.56,3.2,4.16,0.32,0,0.64,0.64,1.6,0.32,0.64,0.32,0,0.96,25.6,0,0,0.32,1.6,5.44,4.16
22Month,0,0.55,0.55,0.55,0,0,0,0,0,2.73,1.64,20.23,2.19,2.19,0.55,0,0,1.64,2.73,0,0.55,0,0,0,0,0,1.64,0,0,2.73,0,0,0,0,0,1.09
