stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,4.09,0,16.35,4.09,0,0,0,0,0,0,0,0,0,0,0,0,0,20.43,0,0,0,0,16.35,192.06,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,3.21,1.07,0,6.42,3.21,3.21,0,0,0,0,0,0,0,0,0,4.28,25.67,0,18.19,0,0,0,2.14,73.82,57.77,0,1.07,0,11.77,1.07,0,7.49,1.07,3.21,0,0,0
21Day,6.69,0,0,12.05,1.34,9.37,0,5.35,0,0,0,1.34,0,9.37,6.69,0,5.35,2.68,42.83,0,1.34,0,0,32.12,36.14,0,0,0,14.72,2.68,1.34,5.35,0,4.02,0,0,2.68
3Month,0,2.24,8.64,33.27,0.96,0,0.32,2.24,4.8,5.76,0,27.84,9.28,1.28,60.15,4.8,15.36,13.76,9.28,0.96,0,4.48,4.16,3.52,0.64,5.12,0.64,0,1.92,2.56,171.81,0.96,0.32,0.32,7.36,39.67,5.44
22Month,0.55,4.37,3.83,14.76,0.55,0,0.55,0.55,3.28,8.75,3.83,91.29,3.83,7.11,49.75,1.64,4.37,16.95,19.13,0,2.73,1.09,0.55,1.09,0,3.83,2.19,3.28,1.09,1.64,63.96,4.37,1.09,0,1.09,0.55,3.83
