stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,36.78,16.35,0,53.12,0,0,0,0,0,0,4.09,0,4.09,0,0,0,0,16.35,93.99,57.21,118.51,0,0,0,0,57.21,952.13,0,0,8.17,0,0,0,0,0,0,0,0,0,0
72hpf,20.33,5.35,0,63.12,18.19,8.56,0,3.21,0,0,2.14,0,0,0,0,5.35,0,22.47,101.63,46,88.79,0,5.35,7.49,0,313.45,317.73,3.21,3.21,94.14,2.14,0,0,42.79,2.14,2.14,7.49,0,0,0
21Day,8.03,8.03,0,183.38,6.69,12.05,0,4.02,0,5.35,5.35,0,0,5.35,8.03,115.11,1.34,10.71,179.36,66.93,157.95,0,0,53.54,0,57.56,108.42,0,2.68,78.97,14.72,0,0,4.02,9.37,6.69,1.34,0,0,54.88
3Month,0.64,11.52,2.24,143.34,1.6,0,3.84,1.92,0.96,57.27,86.39,0.64,0,20.48,117.1,19.52,15.04,12.8,14.72,128.94,32.63,14.08,0,45.75,2.56,8.32,0.64,7.04,2.24,4.8,2.56,0.64,13.12,0,0,0,0.32,6.4,8.32,194.53
22Month,0,33.35,2.73,75.44,0.55,0,0.55,2.73,0,32.25,182.58,37.72,0,66.69,24.05,24.6,11.48,3.28,13.12,103.32,34.44,1.64,1.64,26.79,0,6.56,2.19,3.28,2.73,0,0,0,3.83,8.75,0.55,0,1.09,1.64,0,57.4
