stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,8.17,4.09,0,0,0,0,0,0,0,0,0,0,8.17,4.09,20.43,0,0,0,0,4.09,126.68,0,0,0,8.17,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,3.21,1.07,1.07,0,0,0,0,0,0,0,0,2.14,3.21,0,6.42,0,0,0,0,28.88,10.7,0,0,0,0,0,0,1.07,1.07,1.07,2.14,0,0,0
21Day,4.02,0,0,4.02,2.68,0,1.34,0,0,0,0,0,1.34,1.34,1.34,0,0,10.71,0,0,4.02,0,5.35,5.35,0,0,0,2.68,2.68,0,1.34,1.34,1.34,0,0,0,0
3Month,0.32,0.96,0.32,3.52,0,0,0,0.64,0.32,0,4.8,2.24,0.32,2.24,0.64,0.96,0.64,1.28,0.96,0,0.32,0.32,0.32,0.32,0.32,0.32,0,0,0.32,9.6,0,0,0,0,0.32,2.24,1.28
22Month,0,1.09,0.55,8.75,0,0,0,1.09,4.92,2.19,109.88,0.55,1.64,9.84,0.55,2.19,3.28,6.56,0.55,1.64,0,0.55,1.09,0,2.19,1.09,0.55,0.55,0,6.01,0.55,0,0,0,1.09,0,0.55
