stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,8.17,0,0,0,0,0,0,0,0,0,0,0,0,0,4.09,0,0,0,0,0,20.43,0,0,4.09,0,0,0,0,0,0
72hpf,1.07,0,0,2.14,0,0,0,0,0,0,0,0,0,0,0,5.35,0,3.21,0,0,0,0,27.81,9.63,0,0,2.14,0,0,2.14,0,0,0
21Day,2.68,0,0,8.03,0,0,1.34,0,0,0,0,0,2.68,0,0,9.37,0,5.35,0,0,2.68,0,5.35,2.68,0,1.34,1.34,0,0,0,0,0,0
3Month,0,15.68,1.28,58.55,0.32,0.32,1.28,5.12,9.28,0,20.8,3.52,0.96,4.16,32.63,20.8,7.68,4.8,0.96,0,1.6,25.28,0,0,2.24,0.96,0,1.92,6.08,0.32,0.64,2.88,4.16
22Month,0,59.59,1.64,116.44,1.09,2.19,5.47,8.2,13.67,5.47,111.52,5.47,13.67,16.95,23.51,8.2,22.41,45.92,0,2.73,3.28,7.11,2.19,0,7.11,3.28,0,1.09,3.28,1.64,0,0,5.47
