stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,4.09,0,0,0,0,0,0,0,0,0,4.09,0,0,0,4.09,0,0,4.09,4.09,0,0,0,0,0,4.09,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,7.49,3.21,0,0,0,0,0,0,2.14,0,0,26.74,388.33,3.21,2.14,4.28,0,3.21,0,0,26.74,22.47,64.19,1.07,0,10.7,0,0,1.07,0,0,3.21,0,0,0
21Day,0,0,9.37,8.03,8.03,0,1.34,0,0,0,0,30.79,0,1.34,78.97,0,8.03,0,18.74,0,0,1.34,8.03,48.19,6.69,25.43,0,0,1.34,4.02,0,1.34,0,1.34,32.12,0,0,1.34
3Month,0.96,4.16,11.84,32.95,0,4.16,0.64,7.36,12.16,0.32,0,3133.9,16.96,1.6,299.79,7.04,8.96,11.2,22.08,3.84,3.84,8.64,56.63,1.28,0.32,96.62,4.48,0,1.6,37.43,8.64,1.28,0.32,0,2.56,4.16,3.84,11.2
22Month,2.73,2.19,7.11,9.84,0,7.65,0.55,3.28,12.03,3.83,0,3891.63,3.28,1.09,143.22,1.64,3.83,9.29,20.23,0.55,110.42,2.73,2.19,1.64,0.55,119.17,3.83,2.19,0,8.2,7.65,1.09,1.64,0,0.55,0.55,0,3.83
