stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,4.09,0,0,16.35,0,0,0,0,0,0,0,0,28.6,0,0,0,0,0,8.17,0,12.26,0,0,0,0,20.43,85.81,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,3.21,1.07,0,7.49,4.28,0,0,0,0,0,0,0,0,0,0,0,0,12.84,12.84,0,6.42,0,8.56,0,0,13.91,18.19,0,1.07,0,11.77,1.07,0,2.14,0,2.14,0,0,0
21Day,1.34,0,0,9.37,2.68,1.34,0,6.69,0,1.34,0,0,0,5.35,0,0,0,6.69,4.02,0,18.74,0,0,4.02,0,12.05,10.71,0,0,0,9.37,1.34,0,0,1.34,0,0,0,0
3Month,2.24,1.28,3.2,45.75,1.28,0,0.32,1.6,0.64,16,2.88,0.96,0,269.4,3.84,0.64,10.56,36.79,6.4,3.52,85.43,23.36,1.28,5.76,0.64,3.2,0.64,6.72,7.36,0,0.32,3.52,28.48,1.28,0,0.96,1.28,4.8,2.88
22Month,0,3.83,13.12,51.93,0.55,0,1.64,0.55,0,5.47,7.11,32.25,0,640.68,0.55,3.83,10.39,3.28,3.83,4.92,93.48,4.92,14.76,1.09,0,3.28,0.55,6.56,3.83,1.09,0,0.55,7.65,18.04,0,0,0,0,2.73
