stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,4.09,0,0,0,0,0,0,0,8.17,0,0,0,0,0,0,0,8.17,0,0,0,0,4.09,53.12,0,0,0,0,0,0,0,0,0,0,0
72hpf,1.07,1.07,0,3.21,2.14,0,0,0,0,0,0,0,0,0,0,0,0,1.07,0,5.35,0,1.07,1.07,0,23.54,9.63,0,0,4.28,0,0,2.14,1.07,1.07,0,0,0
21Day,5.35,5.35,0,12.05,1.34,1.34,0,0,0,0,0,0,2.68,0,0,0,1.34,0,0,4.02,0,0,1.34,0,16.06,5.35,0,1.34,10.71,1.34,0,5.35,1.34,4.02,0,0,0
3Month,0.64,6.72,0.96,20.8,0,0,0.64,0.32,0.32,1.92,0,0,159.65,1.28,0,3.2,1.28,8,1.92,2.88,1.28,0.32,0.96,0.96,0.64,0,0.96,0.32,0.96,2.24,7.36,0.64,0,0.32,1.6,6.72,2.24
22Month,0,14.76,1.09,12.03,0,0,1.64,0,0.55,2.73,1.09,0,172.74,1.09,0.55,3.83,0,2.73,2.19,7.11,0,4.92,0,0.55,3.28,0.55,2.19,0.55,0.55,0.55,2.73,2.19,1.64,0,1.09,0,1.64
