stage,Cardiomyocyte,Endothelial_cell,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Spermatocyte,T_cell
24hpf,0,0,32.69,0,0,0,0,0,0,0,0,0,0,0,0,8.17,32.69,0,0,0,0,24.52,563.92,12.26,0,12.26,0,0,0,0,0,0,0,0
72hpf,62.05,12.84,13.91,1.07,17.12,0,0,0,2.14,1.07,0,0,0,2.14,40.65,4.28,55.63,0,2.14,1.07,0,2564.29,302.75,7.49,2.14,44.93,2.14,0,23.54,1.07,1.07,1.07,0,0
21Day,1.34,6.69,21.42,0,13.39,0,6.69,1.34,0,0,1.34,8.03,2.68,5.35,2.68,5.35,105.74,0,0,1.34,0,453.76,145.9,0,2.68,14.72,10.71,0,4.02,2.68,2.68,0,0,0
3Month,0,34.87,2.56,0,0,0,0.32,0.32,0.96,3.84,0.96,0,2.88,0.32,2.24,1.28,11.52,0.96,0,0,0.32,0.32,0.64,0.32,0.32,0,0.64,17.28,0,0,0,0,48.63,3.2
22Month,0,14.76,2.19,0,0,0.55,0,0,1.09,9.84,0,0.55,0.55,0,0.55,1.09,12.03,0.55,0.55,0.55,0,0.55,0.55,0.55,0,0,0,12.03,0,0,0,0,1.64,0.55
