stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,32.69,0,0,12.26,0,0,0,0,0,0,0,0,0,0,0,0,28.6,0,4.09,4.09,0,0,0,12.26,0,196.15,4.09,0,0,0,0,0,0,0,0,0
72hpf,12.84,0,0,12.84,40.65,0,0,0,0,0,0,0,0,0,0,0,8.56,10.7,0,0,0,0,0,1.07,48.14,56.7,3.21,0,6.42,0,0,62.05,3.21,0,0,0
21Day,5.35,0,0,10.71,54.88,4.02,0,1.34,0,0,0,0,0,0,1.34,2.68,4.02,4.02,0,5.35,0,0,0,0,14.72,9.37,2.68,0,1.34,0,1.34,10.71,2.68,0,0,0
3Month,0,0.96,0.96,90.55,8,0,0.32,0,0,1.6,3.2,0.32,32.31,6.08,0.32,6.08,17.92,5.76,5.12,3.2,0.64,0,1.28,3.84,15.68,1.28,7.68,1.28,0,3.2,55.03,0.64,2.24,2.88,1141.9,2.88
22Month,0,0,0.55,53.03,0.55,0,0,0,0.55,0,2.19,0.55,162.9,1.09,0,5.47,4.37,0,0.55,1.64,0,2.73,0.55,1.64,5.47,0.55,2.73,0.55,0,0.55,12.57,1.64,0,0,4.37,1.64
