stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,4.09,4.09,0,16.35,0,0,0,0,0,0,69.47,0,0,0,0,0,8.17,0,0,0,0,0,0,4.09,106.25,0,0,0,0,0,0,0,0,12.26,0,0,0
72hpf,2.14,1.07,0,2.14,0,0,0,0,0,0,0,0,0,0,0,0,4.28,1.07,7.49,0,0,0,0,204.33,6.42,7.49,0,5.35,1.07,0,1.07,74.89,106.98,20.33,0,0,0
21Day,1.34,0,1.34,13.39,6.69,0,1.34,0,2.68,0,0,2.68,0,5.35,2.68,0,9.37,1.34,1.34,0,0,1.34,0,13.39,0,0,1.34,1.34,4.02,5.35,0,123.15,543.44,0,0,0,1.34
3Month,0.32,0.64,0.64,11.52,0,0.64,0,2.56,1.92,0,0,35.51,3.2,0.64,6.4,0.64,4.8,4.8,3.2,0.32,0.32,0.32,3.52,0.96,0,2.56,0.32,0,3.84,402.18,0.64,0,0,0.32,1.92,513.84,2.24
22Month,0,0.55,1.09,5.47,0,0.55,0,0,5.47,1.09,0,62.32,1.64,0.55,3.28,0,1.64,3.28,1.64,0,2.19,0,0,1.09,0,0,1.09,0,0,83.09,1.09,1.09,0,0,0.55,3.83,1.09
