stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,T_cell
24hpf,4.09,4.09,0,20.43,0,0,4.09,0,0,0,0,0,0,4.09,4.09,61.3,0,0,0,0,16.35,0,0,0,0,0,0,0,0,0
72hpf,2.14,6.42,0,85.58,2.14,0,0,0,0,0,0,2.14,0,17.12,114.47,17.12,4.28,0,0,110.19,90.93,0,2.14,0,0,2.14,1.07,1.07,0,0
21Day,0,4.02,2.68,141.88,2.68,0,0,0,0,0,0,13.39,5.35,1.34,149.92,28.11,13.39,0,0,40.16,24.09,0,4.02,6.69,1.34,1.34,2.68,0,1.34,1.34
3Month,0,0,1.6,12.48,0,0,0,2.88,4.16,0,3.52,0,6.72,0.32,3.2,1.6,0,0,0.32,0.64,0.64,2.56,0,0.32,0,0,0,0,0,0
22Month,0,2.19,1.09,5.47,0,0.55,0,2.19,5.47,1.09,9.84,0,4.92,0,2.19,5.47,0,0.55,0,0,0,2.19,0,0,0.55,0,0.55,0,0,0.55
