stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,8.17,0,0,0,0,0,0,0,0,0,0,0,0,0,4.09,0,0,0,0,0,16.35,28.6,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,13.91,0,0,12.84,7.49,8.56,0,0,0,0,0,0,0,1.07,0,9.63,17.12,0,17.12,0,0,1.07,0,1292.31,52.42,0,0,0,14.98,0,0,0,5.35,0,1.07,0,0,0
21Day,9.37,0,2.68,34.8,2.68,12.05,0,2.68,1.34,1.34,0,2.68,0,1.34,2.68,1.34,16.06,2.68,26.77,0,0,2.68,0,452.42,20.08,1.34,2.68,0,2.68,13.39,0,0,4.02,2.68,10.71,1.34,0,0
3Month,0,0.96,0.64,9.6,0.64,0,0,0.32,1.92,1.6,0,17.28,2.56,0.32,7.04,1.6,2.88,2.88,10.88,8,0,1.6,0.64,9.6,2.56,1.6,1.28,0,0.32,0.96,0.32,13.44,0.32,0,0,1.92,6.08,2.24
22Month,1.09,2.19,1.09,14.21,0.55,0,1.09,1.09,1.09,6.56,2.73,123.54,7.65,2.19,8.2,1.09,2.73,4.92,19.68,1.64,3.28,1.09,0,14.21,0,2.19,1.09,0.55,0.55,0.55,0,6.01,4.37,0,0,0.55,0,3.28
