stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,12.26,0,0,0,0,0,0,0,0,0,0,0,0,8.17,0,16.35,0,0,0,0,0,12.26,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,1.07,0,0,6.42,0,1.07,0,0,0,0,0,0,0,0,0,3.21,37.44,0,3.21,0,0,0,0,2.14,4.28,0,0,0,0,0,0,0,0,0,0,0,0
21Day,0,0,2.68,49.53,0,0,0,2.68,1.34,0,0,4.02,0,2.68,2.68,8.03,40.16,8.03,5.35,0,0,1.34,1.34,1.34,1.34,1.34,0,0,1.34,2.68,5.35,0,0,0,0,0,1.34
3Month,0.96,3.84,6.4,163.17,0.64,0,2.24,0.64,57.59,3.52,0,97.58,8.32,5.12,123.18,11.84,27.84,15.04,4.16,1.92,0.96,19.2,8.64,2.56,0.32,6.4,0.32,0,1.6,4.8,99.82,0.32,0.32,0.32,5.12,48.63,17.6
22Month,0,8.75,9.84,85.82,0.55,0,2.19,0.55,31.16,4.92,5.47,153.06,3.83,9.29,181.49,6.56,14.76,10.93,9.84,0,4.37,19.13,1.09,2.73,0,3.83,1.09,2.19,0,0.55,86.37,0.55,0.55,0,1.64,0,8.2
