stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,12.26,8.17,0,28.6,0,0,0,0,0,0,4.09,0,0,4.09,0,16.35,20.43,44.95,28.6,0,0,0,0,16.35,179.8,4.09,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,10.7,8.56,0,12.84,4.28,5.35,0,0,1.07,0,0,0,0,0,0,9.63,24.61,5.35,16.05,0,0,0,0,141.21,60.98,0,0,0,9.63,1.07,0,5.35,3.21,1.07,1.07,0,0,0
21Day,10.71,0,0,48.19,0,78.97,33.46,1.34,5.35,0,0,2.68,1.34,16.06,2.68,14.72,18.74,21.42,33.46,0,0,5.35,1.34,42.83,50.86,0,0,0,17.4,5.35,1.34,1.34,1.34,1.34,6.69,1.34,0,5.35
3Month,0.64,1.28,0.96,24.64,0,0,0.32,2.56,7.36,0,0,21.44,8.32,1.6,8.96,11.52,7.36,10.56,10.56,4.48,0,5.12,4.16,2.88,0,1.92,0.32,0,1.6,1.28,27.84,0.32,0,0,0.32,5.44,10.56,8.64
22Month,0,1.64,3.83,6.56,0,0,0.55,3.28,25.69,4.92,0,45.92,2.73,2.19,10.39,4.92,2.19,17.49,6.01,0,0.55,0,0,0,0.55,1.09,0,2.19,1.09,0,8.2,2.19,0,0,0,1.09,0,2.73
