stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,12.26,16.35,0,40.86,8.17,0,0,0,0,0,0,0,0,4.09,0,4.09,4.09,20.43,98.07,0,0,0,61.3,698.78,0,0,24.52,0,0,0,0,0,0,0,0,0
72hpf,6.42,2.14,0,11.77,0,1.07,0,2.14,0,0,0,0,0,1.07,0,1.07,9.63,0,16.05,0,0,1.07,215.03,64.19,1.07,4.28,11.77,0,0,6.42,0,0,1.07,0,0,0
21Day,10.71,0,0,36.14,0,21.42,0,14.72,0,0,0,1.34,0,10.71,2.68,4.02,14.72,4.02,32.12,0,6.69,0,96.37,44.17,0,0,13.39,5.35,0,6.69,5.35,2.68,5.35,0,0,6.69
3Month,0,3.2,0,17.28,0.32,0,0.32,0.32,3.2,3.52,0,16.32,2.56,0.64,10.88,1.28,5.76,3.84,9.28,1.6,0,0.64,0,0,0.96,2.24,0.32,0,44.47,0.32,0.32,0,0,2.24,7.36,3.2
22Month,0,0.55,4.37,3.28,0,0,0.55,0,0,2.19,3.28,25.15,1.64,2.73,5.47,0,1.09,3.28,5.47,0.55,0.55,0,0.55,0.55,1.09,1.64,0,0,0,1.09,1.64,0,0,1.09,0,1.09
