stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,4.09,0,0,8.17,0,0,0,0,0,0,0,0,0,0,0,0,32.69,12.26,36.78,0,0,0,0,20.43,257.44,0,0,0,8.17,0,0,0,4.09,0,0,0
72hpf,11.77,0,0,6.42,0,3.21,0,1.07,0,0,0,1.07,0,1.07,0,7.49,16.05,0,20.33,0,2.14,0,2.14,40.65,42.79,0,1.07,0,11.77,1.07,0,8.56,1.07,0,0,0
21Day,20.08,1.34,1.34,36.14,1.34,24.09,0,14.72,0,2.68,0,5.35,0,9.37,12.05,4.02,14.72,8.03,29.45,0,0,4.02,0,14.72,25.43,2.68,0,0,6.69,8.03,0,9.37,0,0,0,10.71
3Month,0.96,3.2,1.6,24.32,0,0,1.6,1.6,2.88,6.08,0,79.35,6.4,3.52,27.2,3.84,10.56,7.36,5.44,1.28,0.32,1.28,5.12,0.96,0,0,0,0,0.96,1.28,44.47,0,0.32,1.92,20.8,17.6
22Month,0,4.92,1.64,7.65,0,0,0,2.19,1.09,11.48,7.65,191.33,4.92,6.01,21.32,1.64,2.73,14.21,9.29,1.09,3.83,0.55,0.55,1.09,1.09,0.55,0.55,1.64,0,0,6.01,1.09,0,0,0,7.11
