stage,Cardiomyocyte,Endothelial_cell,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,16.35,16.35,12.26,0,0,0,0,0,0,0,0,0,0,0,0,4.09,0,85.81,0,0,0,16.35,81.73,0,0,12.26,0,0,0,0,0,0,0,0
72hpf,23.54,2.14,17.12,2.14,1.07,0,0,0,0,0,0,0,0,0,1.07,16.05,1.07,69.54,0,6.42,0,21.4,7.49,0,0,43.86,0,0,1.07,0,1.07,0,0,0
21Day,13.39,1.34,57.56,0,4.02,0,1.34,0,0,0,0,0,1.34,0,4.02,9.37,0,44.17,0,22.76,0,5.35,1.34,0,2.68,6.69,4.02,0,0,1.34,0,0,0,0
3Month,0.96,15.68,44.79,0.32,0,0.64,0.64,0.64,1.92,0,12.48,2.24,0.64,2.88,1.28,89.91,2.56,25.92,4.8,5.12,0.96,0.32,0,0.32,0.32,1.6,0,1.28,0,0,0,2.88,1.28,0.96
22Month,0,20.23,7.11,0,0,1.64,1.09,0,2.73,0.55,9.29,0.55,0.55,0.55,0.55,11.48,2.73,12.03,0,3.83,0,0.55,0,0,0,0,0,0,1.09,0,0,0,0,0
