stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,4.09,0,12.26,0,0,0,0,0,0,0,0,0,0,0,16.35,4.09,8.17,0,0,0,0,16.35,1442.5,0,0,4.09,0,0,0,0,0,8.17,0,0,0
72hpf,38.51,2.14,0,11.77,17.12,25.67,0,0,0,0,0,0,0,0,5.35,38.51,2.14,43.86,0,0,3.21,0,2683.04,982.07,5.35,28.88,44.93,1.07,0,238.56,0,0,8.56,0,0,0
21Day,17.4,1.34,4.02,32.12,4.02,40.16,0,0,0,0,1.34,0,5.35,2.68,1.34,17.4,14.72,64.25,0,0,9.37,0,1263.58,204.8,10.71,36.14,14.72,24.09,0,37.48,6.69,24.09,2.68,0,0,2.68
3Month,0,0.64,0.64,7.04,0.64,0,0.64,0.32,0.96,0.32,4.8,0,0,2.24,0,7.36,0.32,25.28,9.28,0,2.56,0.32,17.28,6.4,2.24,3.52,0.32,0.32,1.28,1.92,0,0,5.76,0,0.32,0.32
22Month,0,0,0.55,3.83,0.55,0,0.55,0,0.55,0.55,11.48,1.64,0,3.83,0.55,3.83,2.19,41.55,1.09,1.09,1.09,0,36.08,3.83,6.56,5.47,0.55,0,0,9.84,0,0,1.64,0.55,0,1.09
