stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte__Liver_,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,12.26,0,0,0,0,0,0,0,0,0,0,0,0,4.09,0,0,0,0,0,32.69,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,2.14,5.35,0,0,0,0,0,0,0,0,1.07,9.63,0,0,0,0,0,0,3.21,5.35,0,0,0,0,0,1.07,0,0,0,0
21Day,0,0,1.34,5.35,1.34,0,0,0,0,0,0,1.34,0,0,2.68,0,0,0,0,0,0,1.34,2.68,0,0,1.34,0,0,0,0,0,0,0
3Month,0.32,1.28,0.96,38.07,1.92,0,2.88,1.6,0,5.44,0.96,0.32,6.08,10.88,6.08,6.72,3.84,0.64,0.32,1.28,2.24,3.84,0.32,1.28,0.96,0,0.32,39.03,0,0.96,3.52,188.77,3.2
22Month,0,1.09,1.09,5.47,0.55,0.55,0,1.64,0.55,12.03,0.55,0,6.01,2.73,2.19,2.73,0.55,0,0,0.55,0,0.55,0,0.55,0,0,0.55,4.92,0,0,0,0.55,0
