stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,4.09,0,0,12.26,0,0,0,0,0,0,0,0,0,0,0,8.17,20.43,36.78,12.26,0,0,0,0,4.09,20.43,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,7.49,0,0,8.56,3.21,4.28,0,0,0,0,0,0,0,0,0,13.91,65.26,4.28,13.91,0,1.07,0,5.35,16.05,16.05,0,2.14,13.91,0,0,0,3.21,1.07,2.14,0,0,0
21Day,2.68,1.34,1.34,30.79,0,5.35,0,1.34,0,0,0,2.68,1.34,4.02,4.02,1.34,9.37,21.42,8.03,0,0,2.68,0,8.03,1.34,0,1.34,2.68,2.68,0,0,0,0,2.68,0,0,8.03
3Month,0,2.56,2.24,44.15,0.32,0,1.28,0.64,12.8,22.72,0,106.22,16.64,1.92,34.55,5.44,6.4,48.63,4.16,1.28,0.32,6.4,10.88,0.96,0.32,1.28,2.24,0.32,2.88,0.32,16,0.32,0,0,1.28,13.76,11.2
22Month,0,4.37,3.83,17.49,1.09,0,0.55,0.55,9.29,32.8,3.83,137.76,9.29,4.37,54.67,2.19,1.64,44.28,8.75,0.55,4.92,3.83,0,0.55,0,1.64,1.09,0.55,0.55,0,8.2,1.09,0,0.55,0.55,0,3.83
