stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,4.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.09,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,0,0,1.07,0,0,0,0,0,0,0,0,0,3.21,0,0,0,0,0,0,4.28,1.07,0,0,0,0,0,1.07,0,0,0,0,0,0
21Day,2.68,0,2.68,13.39,0,0,0,0,0,0,0,0,0,8.03,4.02,26.77,0,1.34,0,0,0,0,1.34,0,0,0,0,1.34,4.02,0,0,0,0,0,0,0
3Month,0.32,2.88,26.56,225.88,0,0,2.56,104.94,6.72,0,44.79,9.92,0.64,1008.16,11.2,11.84,6.08,4.8,1.92,0.32,99.18,27.2,0.64,0,11.52,0.64,0,0.32,6.72,9.92,0.64,0,0.32,1.92,5.12,5.76
22Month,0,2.73,49.2,99.49,0.55,0,3.28,65.05,12.03,3.28,93.48,6.01,1.09,1428.41,6.56,4.37,10.39,7.11,0,1.64,54.67,1.64,0,0,9.84,1.09,1.64,0,2.19,14.76,0,1.64,0,0,0,3.28
