stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,4.09,0,0,40.86,0,0,0,0,0,0,0,4.09,0,0,0,0,4.09,0,12.26,36.78,0,0,0,0,20.43,200.23,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,4.28,2.14,0,10.7,4.28,0,0,0,0,0,0,0,0,0,0,0,4.28,6.42,0,25.67,0,1.07,1.07,0,105.91,78.09,1.07,0,0,27.81,2.14,0,8.56,1.07,1.07,0,0,1.07
21Day,14.72,2.68,0,52.2,1.34,6.69,0,5.35,0,1.34,0,0,0,0,26.77,2.68,4.02,21.42,17.4,52.2,0,0,5.35,0,66.93,33.46,1.34,1.34,0,45.51,2.68,0,5.35,0,0,0,0,16.06
3Month,0,1.28,2.24,49.59,0,0,0.32,0.96,4.48,10.56,0,0,20.8,9.6,6.08,10.88,3.84,24.32,46.07,34.55,10.56,0,5.44,2.88,6.4,0.32,5.76,2.88,0,0.64,1.28,50.55,0,0,0,3.52,8,26.88
22Month,1.64,3.83,2.73,30.61,0,0,1.64,1.09,4.37,25.69,19.68,0,129.56,3.83,7.65,19.68,1.64,11.48,73.8,52.48,2.73,4.37,4.92,0.55,33.89,0.55,3.83,1.64,1.64,1.64,1.09,27.33,4.37,1.09,0.55,0,0,18.59
