stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.43,0,0,0,0,355.52,20.43,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,97.35,13.91,0,52.42,13.91,46,0,3.21,0,0,5.35,1.07,0,1.07,0,27.81,126.24,8.56,144.42,0,6.42,6.42,1.07,19454.15,316.66,0,5.35,0,152.98,4.28,0,37.44,7.49,3.21,8.56,0,0,0
21Day,153.93,16.06,6.69,200.78,9.37,115.11,0,14.72,0,0,6.69,26.77,14.72,61.57,21.42,9.37,222.2,22.76,321.25,0,1.34,24.09,0,10717.63,103.07,5.35,9.37,0,91.02,103.07,2.68,18.74,13.39,33.46,5.35,1.34,0,24.09
3Month,0,1.28,1.28,14.72,0,0,2.24,0,0.96,1.6,8.64,16.32,3.84,0.32,6.08,0.64,7.68,3.52,149.1,158.37,0,2.56,0.64,503.6,0.32,0.64,0.96,0,0,1.28,1.92,0,0,0,0,2.88,4.48,4.48
22Month,0,2.73,1.09,4.37,0.55,0,0.55,0,0,0.55,5.47,30.07,2.19,0.55,2.73,0,4.92,14.21,5.47,0,1.09,0.55,0,396.87,0,0,0,0.55,0,0,0,0,0,0,0,0,0,0.55
