stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,4.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.52,0,0,0,0,16.35,28.6,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,8.56,1.07,0,4.28,5.35,5.35,0,1.07,0,0,0,0,0,0,0,0,6.42,12.84,1.07,18.19,0,0,0,0,342.33,48.14,5.35,0,0,10.7,0,0,2.14,0,2.14,0,0,0
21Day,5.35,0,6.69,12.05,1.34,2.68,0,0,0,1.34,0,0,2.68,0,0,12.05,0,6.69,1.34,16.06,0,0,4.02,0,121.81,12.05,4.02,1.34,0,1.34,1.34,0,4.02,1.34,0,0,0,0
3Month,0.32,4.48,9.6,30.08,0.32,0,0,0.64,0,6.4,1.92,0,23.36,6.08,0,75.19,1.28,3.2,4.16,9.6,2.88,0,56.63,1.92,0.64,0.32,14.08,1.28,0,0.32,1.28,6.08,0.64,0,0.64,14.08,4.8,3.2
22Month,0,2.73,4.37,41,0,0,0.55,1.09,0.55,3.83,7.11,7.11,150.33,4.37,2.73,56.85,0,1.09,4.92,7.11,1.09,2.19,34.44,0.55,2.73,0,9.84,2.19,0.55,0.55,1.09,0.55,1.09,0,0,1.64,0,1.09
