stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,16.35,61.3,0,20.43,4.09,0,0,0,0,0,0,4.09,0,0,0,0,0,0,298.31,367.78,0,0,0,220.67,465.85,0,0,85.81,0,0,0,0,0,0,0,0,0
72hpf,4.28,41.72,0,13.91,2.14,7.49,0,0,0,0,5.35,0,0,0,0,0,0,12.84,12.84,255.68,0,0,1.07,40.65,25.67,0,2.14,310.24,0,0,8.56,0,0,0,0,0,0
21Day,16.06,26.77,1.34,46.85,0,14.72,0,4.02,0,0,29.45,0,0,0,29.45,1.34,1.34,4.02,65.59,262.35,0,0,18.74,21.42,20.08,1.34,2.68,160.62,12.05,0,0,1.34,2.68,1.34,6.69,0,5.35
3Month,0.32,29.12,0,21.76,0.32,0,1.6,3.2,0,0.64,77.75,0,7.68,13.12,4.8,4.48,0.32,24,49.27,88.95,20.16,0,7.04,0.64,0,0.32,0.96,12.16,2.24,1.92,0,0,0,0,69.11,0.64,15.04
22Month,1.64,35.53,0,12.57,0,0,2.73,2.19,1.09,1.09,322.53,3.83,15.85,21.32,12.57,2.19,0,8.2,149.78,142.13,6.01,1.64,6.01,1.09,0,0.55,1.64,11.48,0.55,1.09,1.09,0,0,0,11.48,0,9.29
