stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,8.17,8.17,0,28.6,0,0,0,0,0,0,0,4.09,0,0,4.09,0,0,8.17,4.09,89.9,0,0,0,20.43,429.07,4.09,0,0,0,0,0,0,0,0,0,0
72hpf,10.7,4.28,0,4.28,2.14,3.21,0,0,0,1.07,0,0,0,0,0,0,4.28,22.47,2.14,16.05,0,1.07,0,65.26,63.12,1.07,0,11.77,1.07,0,9.63,1.07,1.07,0,0,0
21Day,8.03,2.68,0,13.39,1.34,2.68,0,0,0,1.34,0,0,0,0,8.03,1.34,1.34,1.34,1.34,21.42,0,0,2.68,16.06,25.43,0,0,9.37,1.34,0,0,1.34,0,0,0,0
3Month,0.32,0.96,1.28,28.48,0,0,0.64,0.32,3.84,3.84,0,0,22.08,1.6,0.96,9.28,1.92,10.56,4.16,8.64,0.64,0.32,0.64,1.28,0,0.96,0.64,0.64,0.32,3.2,0.96,0,0.32,1.28,2.56,2.24
22Month,0,1.09,1.09,2.19,0,0,0.55,0,0.55,3.28,1.64,0,14.76,0.55,1.09,6.56,0.55,1.09,0.55,8.2,1.09,0.55,0.55,1.64,0,0,0,0,0.55,1.09,0,0,0,0,0,0
