stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,12.26,0,0,0,0,0,0,0,0,0,0,8.17,0,0,0,0,0,0,0,8.17,24.52,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,6.42,5.35,0,0,0,0,0,0,0,0,0,0,7.49,6.42,1.07,0,0,0,0,9.63,19.26,0,0,0,0,0,0,10.7,2.14,0,0,0
21Day,2.68,0,0,13.39,6.69,0,0,0,0,0,1.34,0,1.34,1.34,2.68,2.68,10.71,5.35,0,1.34,0,1.34,4.02,5.35,0,0,0,0,1.34,1.34,0,1.34,0,0,1.34
3Month,0,0.96,1.92,126.7,1.92,1.28,0.32,5.44,4.16,0,30.72,7.36,1.28,35.83,33.91,13.44,104.3,5.76,1.6,0,3.52,4.16,10.88,0.64,3.52,0.32,0,0,1.92,80.31,1.6,0.64,1.6,799.87,6.4
22Month,0,1.64,1.64,73.25,0.55,0.55,0.55,1.64,8.75,1.09,104.96,2.73,4.37,25.15,6.56,1.64,80.9,4.92,0,6.01,1.09,1.09,4.37,1.09,3.28,0,1.64,1.09,1.09,62.32,0.55,0.55,0,1.64,2.19
