stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,4.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.17,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,1.07,0,0,0,0,0,0,0,0,0,0,0,5.35,0,1.07,0,1.07,0,0,4.28,3.21,0,0,0,1.07,1.07,0,1.07,0,0,0,0,0,0
21Day,0,0,0,17.4,1.34,1.34,0,0,0,0,12.05,0,2.68,1.34,0,10.71,0,18.74,0,0,1.34,0,5.35,8.03,0,1.34,0,9.37,5.35,0,0,0,1.34,0,0,0,2.68
3Month,0,0.96,2.56,21.76,0,0,0.96,3.84,3.2,0.32,471.93,8,0.64,30.4,2.24,8.32,1.6,13.12,2.24,1.6,0.32,0.64,0.64,0.32,0.96,0,0,1.28,6.08,10.24,1.28,0,0,0,1.92,8,6.4
22Month,0.55,1.09,0.55,7.65,0,0,0.55,4.37,7.11,6.56,565.24,6.56,1.64,29.52,0.55,7.11,4.37,13.12,0.55,8.2,1.09,0,1.09,0.55,1.09,1.64,1.09,0.55,1.09,3.28,7.11,2.19,0,0.55,0,0,6.01
