stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,12.26,0,4.09,0,0,0,0,0,0,0,0,12.26,0,0,12.26,0,0,0,0,32.69,351.43,0,0,0,0,0,0,0,0,0,8.17,0,0,0
72hpf,3.21,0,0,2.14,10.7,1.07,0,0,0,0,0,0,0,0,4.28,2.14,0,11.77,0,0,0,1.07,56.7,41.72,0,0,0,5.35,0,0,9.63,7.49,1.07,4.28,0,0,0
21Day,1.34,0,0,2.68,4.02,0,0,0,0,1.34,1.34,1.34,0,1.34,1.34,1.34,0,21.42,0,0,1.34,0,20.08,29.45,0,0,0,6.69,1.34,1.34,10.71,4.02,2.68,1.34,0,0,2.68
3Month,0,1.92,0,40.63,6.08,0,0.32,3.84,3.2,0.32,12.48,2.56,0.64,6.72,6.08,3.52,1.92,4.16,1.6,0,0.96,3.52,14.08,1.28,3.84,0.64,0,0.32,1.28,140.14,0.64,0.32,0,1.28,1.28,247.64,4.16
22Month,0,2.73,1.09,21.87,0,0,0,1.09,5.47,0,38.81,1.64,1.64,10.93,0.55,0.55,3.83,3.83,0,3.28,0,0,2.19,0.55,1.09,0.55,0.55,0,0.55,35.53,2.19,9.84,0,0,1.09,0.55,2.19
