stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,T_cell
24hpf,0,0,0,12.26,0,0,0,0,0,0,0,0,0,0,0,0,0,4.09,0,0,0,0,0,4.09,24.52,0,0,0,0,0,0,0,0,0,0,0
72hpf,5.35,0,0,2.14,1.07,1.07,0,0,0,0,0,1.07,0,0,0,0,1.07,0,0,0,3.21,0,0,2.14,3.21,0,0,0,2.14,0,0,0,0,0,0,0
21Day,4.02,0,0,9.37,0,0,0,0,0,0,0,1.34,0,0,0,0,4.02,0,4.02,0,0,1.34,0,4.02,1.34,0,0,0,2.68,1.34,0,0,1.34,0,0,0
3Month,0.96,0,1.92,7.36,0.64,0,1.6,0,2.88,1.92,0,476.4,5.76,0.32,5.76,0.32,1.6,2.24,6.72,0.96,0.32,1.28,2.24,0.32,0,0.64,0.32,0,0.32,5.44,6.08,0.32,0,0.32,0.64,3.84
22Month,1.09,0.55,0.55,6.01,0,0,0,0.55,0.55,1.64,1.64,327.45,0.55,0,4.92,0,0.55,2.73,24.6,1.09,6.56,1.09,0,1.09,0,0.55,0,2.73,0,1.64,7.65,0.55,0.55,0,0.55,1.09
