stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte__Liver_,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Neural_cell,Neural_progenitor_cell,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,28.6,8.17,0,53.12,0,0,0,0,0,0,0,0,0,0,4.09,4.09,65.38,0,0,0,0,208.41,4.09,0,0,0,0,4.09,0,0,0
72hpf,6.42,1.07,0,5.35,0,0,0,0,0,0,0,0,0,1.07,25.67,1.07,14.98,0,0,1.07,16.05,13.91,20.33,0,0,2.14,0,4.28,0,0,0
21Day,12.05,0,1.34,29.45,0,0,0,0,0,2.68,0,4.02,0,1.34,13.39,2.68,24.09,0,0,5.35,5.35,5.35,8.03,1.34,0,1.34,1.34,1.34,0,0,0
3Month,0,0.32,0.32,24.32,0.32,0.32,0.32,1.28,0.64,0.32,2.88,0,0.96,1.6,3.52,1.92,3.52,0.32,0,4.16,0.32,0.32,0.32,0,0.96,0,0,0,0.96,0.32,0.32
22Month,0,0,0,2.73,0,0,0,0,1.09,1.09,3.28,0,0.55,0,0,0.55,2.73,0.55,0.55,1.64,0,0,0,0,0.55,0,0,0,0,0,0
