stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Retinal_cell,Retinal_cone_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,20.43,0,0,0,0,0,0,0,0,0,0,0,0,4.09,0,4.09,0,0,0,0,0,8.17,0,0,4.09,0,0,0,0,0,0,0
72hpf,0,0,0,0,0,1.07,0,0,0,0,0,0,0,0,0,0,0,3.21,2.14,0,0,0,0,26.74,1.07,0,0,2.14,0,0,6.42,17.12,0,0,0
21Day,0,0,0,10.71,0,4.02,0,1.34,0,0,0,0,0,0,0,0,1.34,2.68,4.02,0,0,0,0,13.39,2.68,0,1.34,4.02,1.34,0,82.99,437.7,0,0,0
3Month,0,0.64,0.32,6.72,0,0,0.64,0,5.44,0.64,0,10.56,0.64,0,14.72,0,1.6,2.88,2.24,0.32,0,0.32,0.32,0.32,0,0.32,0.64,0,0.64,2.88,0.32,0,0.96,0.96,1.6
22Month,0.55,2.19,5.47,8.2,0.55,0,0.55,0,16.95,11.48,1.64,112.61,2.73,2.19,53.03,1.09,1.09,8.2,6.56,0,2.73,1.09,0,0,0.55,0.55,0,0,1.09,3.28,1.64,0.55,0,0,1.09
