stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,8.17,0,0,122.59,0,0,0,0,0,0,93.99,0,0,0,0,44.95,8.17,8.17,49.04,0,0,0,0,24.52,138.94,12.26,0,4.09,0,0,0,0,0,0,0,0
72hpf,1.07,0,0,31.02,2.14,1.07,0,0,0,0,0,0,0,0,0,34.23,18.19,0,5.35,0,0,0,0,162.61,14.98,0,0,7.49,0,0,4.28,0,2.14,0,0,0
21Day,1.34,0,5.35,198.1,1.34,8.03,0,1.34,0,0,0,0,0,1.34,2.68,66.93,14.72,0,20.08,0,0,1.34,0,21.42,10.71,0,1.34,6.69,2.68,0,0,1.34,0,0,0,1.34
3Month,0.32,0.96,9.28,244.44,0.32,0,0.32,17.92,1.6,0,0,8,5.44,0,8,139.82,7.36,3.52,7.36,0.64,0.32,2.24,0.96,8.64,0.32,0.64,0.32,0.32,2.24,15.04,0,0,0,0.96,3.84,6.4
22Month,0,3.28,142.13,272.23,0.55,0,0.55,24.6,1.64,3.28,0,38.27,0.55,0.55,9.29,10.93,3.28,4.92,4.37,0.55,2.19,0,0,6.56,0.55,0.55,1.09,0,0.55,14.76,0.55,0,0,0,0,1.09
