stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,8.17,0,0,0,0,0,0,0,0,0,0,0,4.09,0,4.09,4.09,0,0,0,0,0,16.35,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.21,3.21,0,0,0,0,0,0,2.14,2.14,0,0,0,1.07,0,0,2.14,0,0,0,0,0,0
21Day,101.73,4.02,9.37,208.81,10.71,145.9,0,18.74,1.34,2.68,0,24.09,6.69,64.25,40.16,5.35,160.62,37.48,200.78,0,0,26.77,1.34,285.11,108.42,5.35,21.42,97.71,13092.19,0,1.34,20.08,6.69,54.88,9.37,0,0,21.42
3Month,0.32,6.4,4.48,65.59,0.64,0,1.92,0,30.72,10.56,0,446.01,23.36,0.64,35.83,8.96,12.48,10.88,17.28,4.16,1.28,11.52,4.48,2.24,0.64,1.92,1.6,0.64,5544.08,9.6,16.32,0,0,0,0.32,6.72,20.8,14.72
22Month,1.09,4.92,1.09,24.05,0,0,3.83,0.55,5.47,9.84,13.67,959.38,3.28,1.09,9.29,2.19,1.64,7.11,9.29,0,11.48,3.28,0,0.55,0,0.55,0.55,0.55,1608.26,0,4.37,1.09,0.55,0.55,0.55,0,0,4.92
