stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,12.26,12.26,0,20.43,0,0,0,0,0,0,0,0,0,0,16.35,8.17,0,49.04,0,0,0,0,20.43,371.86,0,0,0,0,0,0,0,0,0,4.09,0,0,0
72hpf,11.77,3.21,0,8.56,2.14,1.07,0,0,0,0,0,0,1.07,0,12.84,16.05,0,27.81,0,1.07,0,0,74.89,82.37,1.07,2.14,0,14.98,1.07,0,11.77,0,1.07,2.14,0,0,0
21Day,13.39,2.68,0,24.09,0,4.02,2.68,0,0,0,0,0,9.37,2.68,2.68,10.71,2.68,22.76,0,0,1.34,0,21.42,30.79,0,1.34,0,8.03,2.68,1.34,8.03,1.34,4.02,5.35,0,0,0
3Month,0,1.28,0.64,26.88,0.64,0,0.32,3.2,3.2,0,26.56,1.6,1.28,16,3.84,5.12,4.16,6.4,0.96,0,1.92,1.28,1.28,0.32,0.64,0.96,0,0.32,0.96,12.16,0,0,0,0.64,2.56,3.84,2.56
22Month,0.55,2.73,0.55,10.93,0,0,0,0.55,3.28,3.28,54.12,1.09,4.37,22.96,1.64,1.64,7.11,15.31,0,2.19,1.64,0.55,0.55,0,2.73,3.28,0.55,1.09,0,10.39,1.64,3.28,0,0,0,0,0.55
