stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,8.17,0,0,44.95,0,0,0,0,0,0,976.65,0,0,0,0,102.16,310.57,4.09,20.43,0,0,0,8.17,8.17,57.21,0,0,4.09,0,0,0,0,0,0,0,0,0
72hpf,1.07,2.14,0,81.3,0,1.07,0,0,0,0,0,0,0,0,0,39.58,167.96,0,4.28,0,0,0,5.35,23.54,12.84,1.07,0,4.28,0,0,1.07,0,0,1.07,0,0,0
21Day,5.35,4.02,0,199.44,0,12.05,0,0,0,0,0,1.34,0,1.34,14.72,89.68,373.45,0,16.06,0,1.34,1.34,1.34,8.03,6.69,1.34,1.34,12.05,10.71,0,1.34,1.34,4.02,0,0,0,0
3Month,1.92,1.28,42.87,280.6,0.32,0,4.8,26.56,14.4,0,0,47.03,14.4,1.28,1233.4,303.95,24.96,8.32,15.68,2.88,0,19.84,3.2,3.84,0.64,4.48,2.24,0.64,16.96,10.24,1.28,0,0,0.32,4.16,10.24,10.56
22Month,0,1.64,101.13,96.21,0,0,0.55,14.76,2.19,1.64,0,28.97,1.09,0.55,186.96,113.16,11.48,1.64,1.64,0,0.55,25.15,0,0,0,1.64,1.09,0,4.92,0,0,1.09,0,0,0.55,0,4.37
