stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.17,8.17,0,0,4.09,0,0,0,12.26,0,16.35,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,3.21,1.07,0,0,0,0,0,0,4.28,0,0,5.35,1.07,1.07,0,4.28,0,13.91,0,64.19,11.77,9.63,0,0,0,5.35,6.42,0,0,0,0,0,0
21Day,5.35,2.68,2.68,9.37,6.69,0,1.34,0,0,0,0,58.9,0,6.69,1.34,1.34,4.02,0,5.35,0,0,0,8.03,16.06,6.69,0,0,0,2.68,164.64,1.34,2.68,1.34,0,0,2.68
3Month,0.64,0.96,1.28,8,0,1.28,0,0.32,0.64,3.2,0,701.65,6.08,0.96,13.12,3.84,1.92,5.44,3.2,0.32,0.64,2.56,76.47,0.32,0,1.28,0.64,0,0.64,66.87,50.87,0.64,0,0.32,5.76,3.2
22Month,0,1.64,0.55,4.37,0,0.55,0.55,0,1.64,0.55,14.76,859.34,2.19,2.73,6.56,0,1.09,5.47,5.47,0,21.87,0.55,6.56,0,0,0.55,0,0.55,0,11.48,3.83,0,0,0,0,1.64
