stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,4.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.09,4.09,0,0,0,0,28.6,110.33,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,6.42,1.07,0,4.28,6.42,0,0,0,0,0,0,0,0,0,2.14,10.7,0,4.28,0,0,0,0,1253.8,32.09,0,0,14.98,0,0,2.14,1.07,0,1.07,0,0,0
21Day,4.02,0,1.34,9.37,1.34,0,2.68,0,0,0,0,0,1.34,2.68,0,0,0,1.34,0,0,0,0,220.86,8.03,0,0,1.34,9.37,0,0,1.34,2.68,1.34,0,0,0
3Month,0,0,0.64,5.76,0,0.32,0,0.32,1.6,0,172.45,3.52,0,7.36,0,2.24,1.6,3.2,0.32,0.64,0.64,0.64,0.96,0,0.32,0.32,0,1.92,9.92,0,0,0,0,0.64,4.48,1.28
22Month,0.55,2.19,0,3.83,0,2.73,0,0,6.01,1.09,193.52,2.19,1.64,11.48,0,0.55,2.73,2.19,0,6.56,0.55,0,0,0,0,0,0,0,10.93,0,0,0,0,0,0,1.09
