stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,57.21,0,8.17,0,0,0,4.09,0,0,0,0,0,0,0,8.17,4.09,0,24.52,0,0,0,0,49.04,0,0,0,0,0,0,0,0,4.09,0,0,0
72hpf,2.14,23.54,0,1.07,12.84,0,0,0,0,0,0,0,0,0,0,0,6.42,0,0,0,0,0,22.47,5.35,0,0,8.56,0,1.07,4.28,1.07,4.28,1.07,0,0,0
21Day,0,5.35,0,6.69,24.09,2.68,0,0,0,0,0,0,0,1.34,1.34,1.34,4.02,0,1.34,0,0,0,13.39,4.02,0,0,1.34,0,2.68,4.02,1.34,20.08,0,0,0,0
3Month,0,11.2,0.32,10.24,3.2,0,0,0.64,3.2,1.6,0,23.68,2.24,0,5.12,0.64,2.56,0.96,2.24,0,0.96,0.32,0,0.32,0.32,0.32,0.64,2.24,64.31,4.8,0.32,0,0.32,0,31.99,1.28
22Month,0,9.84,1.64,4.37,0.55,0,0.55,0.55,1.64,7.65,24.6,51.93,3.83,3.83,6.01,0,1.09,3.28,2.19,1.09,1.09,0,0,1.09,1.64,1.09,0.55,0,3.28,16.95,0.55,0,0,0.55,0,1.09
