stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,102.16,0,0,8.17,0,0,0,0,0,0,0,0,0,0,4.09,0,4.09,0,98.07,0,0,0,0,4.09,102.16,0,0,0,4.09,0,0,0,0,0,0,0,0,0,0
72hpf,103.77,1.07,0,56.7,0,1.07,0,0,0,0,0,0,0,0,0,2.14,350.89,1.07,17.12,0,0,0,0,143.35,10.7,3.21,1.07,0,9.63,0,0,0,2.14,0,2.14,5.35,0,0,0
21Day,65.59,0,0,73.62,0,4.02,0,2.68,0,0,0,0,0,1.34,0,1.34,29.45,2.68,10.71,0,0,4.02,0,54.88,2.68,0,1.34,0,4.02,5.35,0,5.35,0,4.02,5.35,6.69,0,0,2.68
3Month,1.92,1.6,0.96,402.18,0,0,0.96,0,4.48,2.88,0.64,16.64,18.88,0.96,9.92,7.36,116.78,5.12,12.16,1.6,0.64,7.04,3.84,37.11,0,2.88,0.64,0,0.64,4.8,0.32,196.77,0,0,0,0.32,6.08,18.24,34.23
22Month,0.55,0.55,2.19,94.02,0.55,0,1.09,0.55,1.64,3.28,3.28,80.36,1.09,1.09,1.64,2.73,22.96,6.56,2.73,0,1.09,4.37,0,27.33,0.55,6.01,1.64,2.19,0,0,0,34.99,0.55,0,0,0,0,0,19.68
