stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,36.78,32.69,0,147.11,0,0,0,0,0,4.09,0,12.26,0,0,4.09,8.17,36.78,65.38,237.01,122.59,0,0,0,4.09,49.04,518.97,4.09,0,24.52,0,0,0,0,0,0,4.09,0,0,0
72hpf,4.28,12.84,0,20.33,2.14,14.98,0,0,0,0,0,0,0,0,0,1.07,14.98,48.14,7.49,31.02,0,1.07,0,9.63,90.93,53.49,0,0,32.09,1.07,0,0,13.91,0,1.07,9.63,0,0,0
21Day,32.12,32.12,17.4,210.15,1.34,28.11,0,6.69,4.02,6.69,1.34,0,24.09,6.69,18.74,129.84,40.16,52.2,57.56,169.99,0,0,26.77,73.62,77.63,50.86,6.69,1.34,103.07,29.45,0,1.34,10.71,10.71,12.05,12.05,0,0,9.37
3Month,2.24,39.99,17.6,247.96,0.96,0,0.96,0.96,44.15,31.99,0.96,0,1440.41,61.43,1.6,962.09,45.75,69.75,52.79,40.63,6.72,4.16,8.96,375.62,5.12,1.92,5.44,1.92,0.64,30.08,0.32,13.76,9.28,0,0,1.6,7.04,7.04,24.32
22Month,1.09,13.67,47.56,79.81,0,0,3.83,1.09,64.51,72.16,173.29,0,1964.13,39.91,3.83,4120.68,3.83,11.48,53.03,43.19,3.28,78.17,9.84,23.51,2.73,2.73,8.75,2.73,1.09,6.56,0,8.75,39.36,2.73,0,0.55,0.55,0,14.76
