stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,8.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.09,28.6,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,36.37,3.21,0,13.91,18.19,0,0,0,0,0,1.07,0,0,0,0,1.07,14.98,2.14,129.44,0,1.07,1.07,0,1893.53,67.4,18.19,2.14,35.3,1.07,0,14.98,0,2.14,0,0,0,0
21Day,42.83,1.34,0,14.72,22.76,0,1.34,0,1.34,1.34,4.02,1.34,2.68,2.68,1.34,0,10.71,4.02,186.06,0,0,12.05,0,701.39,16.06,8.03,2.68,34.8,33.46,1.34,10.71,1.34,10.71,2.68,0,0,4.02
3Month,0.96,0.96,0.32,6.4,0,0,0,0.32,0.64,0.96,0,16.32,1.92,0,3.2,0.32,0.64,0.32,7.68,0.64,0,1.92,0.64,3.84,0.64,23.68,0,0,0,4.8,1.92,0,0,1.28,0.64,0.96,1.28
22Month,3.83,3.83,0.55,13.12,0,0.55,0,1.09,0,3.83,3.28,64.51,1.09,1.64,3.83,1.09,0.55,4.37,10.93,0.55,0.55,3.83,0,8.2,1.09,33.35,0.55,0,0,12.03,14.21,1.09,0,1.09,0,0,1.64
