stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,8.17,8.17,0,8.17,4.09,0,0,0,0,0,0,0,0,0,0,4.09,12.26,4.09,28.6,0,0,0,0,4.09,249.27,0,0,0,0,0,0,0,4.09,0,0,0
72hpf,6.42,3.21,0,9.63,2.14,0,0,0,0,0,0,0,0,0,0,6.42,20.33,0,13.91,0,1.07,2.14,2.14,28.88,43.86,0,22.47,0,0,5.35,1.07,0,2.14,0,0,0
21Day,2.68,1.34,0,32.12,4.02,6.69,0,8.03,0,0,0,0,0,2.68,0,1.34,16.06,1.34,22.76,0,0,4.02,0,20.08,20.08,1.34,6.69,8.03,1.34,4.02,0,2.68,4.02,0,0,0
3Month,0.32,5.76,1.6,47.03,1.28,0,0.96,0.32,2.88,6.72,0,28.48,2.88,0,16,5.44,11.84,3.52,11.52,2.56,0,7.68,6.08,1.92,1.28,0.64,0.96,1.92,23.04,0.96,0,0,0.96,5.44,20.16,5.76
22Month,0.55,7.11,2.19,14.76,0.55,0,0,0,2.73,7.11,6.56,65.6,1.64,0.55,23.51,1.09,2.19,3.83,8.2,0,1.09,2.19,0,1.09,0.55,0.55,0.55,0,4.37,3.83,0,0,1.64,1.64,0,0.55
