stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,16.35,4.09,0,0,0,0,0,4.09,0,0,0,0,4.09,0,20.43,8.17,0,0,0,0,4.09,44.95,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,6.42,2.14,0,0,0,1.07,0,0,0,0,0,0,4.28,8.56,1.07,10.7,0,1.07,0,0,22.47,31.02,0,1.07,0,6.42,0,0,1.07,1.07,0,0,0
21Day,6.69,1.34,1.34,46.85,13.39,0,4.02,0,1.34,0,0,0,2.68,18.74,0,13.39,18.74,6.69,34.8,0,0,4.02,0,18.74,28.11,0,0,0,9.37,5.35,1.34,4.02,0,0,0,4.02
3Month,0,2.24,0.32,36.79,0,0,0.64,9.6,19.84,0,0,81.27,21.44,1.92,14.4,4.48,6.4,6.4,10.88,2.88,0,1.92,6.72,0.64,0.32,2.56,0.64,0,0,2.88,22.4,0,0,6.08,2.56,7.36
22Month,0.55,3.83,3.28,20.23,0,1.09,0,3.83,67.24,8.75,0,488.71,21.87,7.11,51.93,1.09,3.28,18.59,10.93,0,6.56,3.83,0,0,0.55,5.47,1.09,7.65,1.64,0,10.39,1.64,1.64,0,0,3.28
