stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,110.33,73.56,0,273.79,12.26,20.43,0,8.17,0,0,4.09,0,16.35,0,0,0,0,40.86,73.56,228.84,286.05,0,0,0,0,212.49,2010.51,0,0,61.3,0,0,0,0,0,0,12.26,0,0,0
72hpf,24.61,20.33,0,31.02,7.49,37.44,0,3.21,0,0,2.14,0,0,0,0,4.28,0,24.61,156.19,12.84,88.79,0,11.77,5.35,1.07,578.76,274.94,2.14,5.35,80.23,3.21,0,2.14,67.4,4.28,2.14,10.7,0,0,1.07
21Day,54.88,10.71,2.68,188.73,6.69,152.59,0,76.3,0,4.02,6.69,0,0,12.05,10.71,56.22,20.08,21.42,77.63,34.8,200.78,1.34,0,25.43,2.68,219.52,176.69,1.34,14.72,58.9,18.74,0,10.71,29.45,4.02,14.72,14.72,1.34,0,22.76
3Month,1.6,21.44,5.44,144.62,0.64,0,4.8,4.8,0.96,32.31,58.55,0.32,0,359.94,65.91,8.64,99.82,20.8,42.87,57.27,57.59,13.12,0.32,19.52,16.96,8.64,3.84,11.52,16,6.08,11.52,0.32,193.57,3.52,0.32,0,2.88,23.04,148.78,56.95
22Month,1.64,41.55,13.67,95.12,0,0,6.01,7.11,0.55,31.16,185.32,86.92,0,956.65,82.54,34.99,205,7.11,18.59,154.16,89.65,3.28,14.76,18.04,1.09,8.75,3.28,15.85,43.19,5.47,1.64,0,47.56,12.57,7.65,0,1.09,6.01,0,34.44
