stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,8.17,0,0,32.69,0,0,0,0,0,4.09,0,12.26,0,0,0,0,0,0,4.09,49.04,0,4.09,0,0,16.35,310.57,0,0,0,12.26,0,0,0,0,0,0,0,0,0
72hpf,1.07,0,0,0,1.07,0,0,0,0,0,0,0,0,0,0,0,1.07,4.28,0,8.56,0,0,0,1.07,25.67,32.09,0,0,0,14.98,0,0,2.14,0,0,2.14,0,0,0
21Day,2.68,0,0,24.09,0,0,0,0,0,0,0,0,0,0,0,96.37,2.68,5.35,4.02,25.43,0,1.34,1.34,0,17.4,13.39,0,0,0,13.39,5.35,2.68,0,4.02,0,1.34,0,0,1.34
3Month,0,1.28,0.96,51.51,0,0.32,0.32,0,13.76,3.2,0,0,21.12,5.76,0.64,527.6,4.16,30.72,3.84,25.6,2.88,0,1.28,1.28,0.64,0,1.6,0.64,0,1.92,2.56,47.35,1.28,0,0.32,0.32,1.92,6.4,3.52
22Month,0,4.37,2.73,56.31,0,0,0,1.09,37.17,7.65,7.65,0,51.39,2.73,0.55,968.67,1.64,45.37,4.92,50.84,0.55,1.64,1.64,0,0.55,0,2.73,2.73,0.55,1.64,1.09,14.76,1.09,0.55,0,0.55,0,0,1.09
