stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,61.3,53.12,0,183.89,8.17,0,0,0,4.09,0,16.35,0,0,0,0,16.35,20.43,85.81,441.33,0,0,0,0,159.37,5532.99,0,0,102.16,4.09,0,0,0,0,28.6,0,0,0
72hpf,47.07,10.7,0,37.44,8.56,14.98,0,0,2.14,0,0,0,0,5.35,0,19.26,65.26,3.21,205.4,0,7.49,2.14,2.14,906.11,1137.19,1.07,4.28,149.77,2.14,0,93.07,2.14,1.07,10.7,0,0,0
21Day,61.57,16.06,4.02,113.78,4.02,37.48,0,24.09,4.02,0,0,5.35,0,50.86,6.69,5.35,20.08,24.09,364.08,0,1.34,33.46,1.34,465.81,605.02,1.34,4.02,115.11,40.16,2.68,68.27,4.02,12.05,9.37,1.34,0,16.06
3Month,0.32,1.28,0,8.64,0,0,0,0,0.96,0.32,0,8.96,1.92,0.32,4.8,0.64,3.52,3.52,5.76,0,0,0.32,3.84,0,0.64,0.64,0.32,0.64,0,13.12,0,0,0,0,1.6,3.2,0.96
22Month,0.55,1.09,0.55,9.84,0,0,0.55,0,0.55,1.64,0,20.23,0,1.64,3.83,0,0.55,1.09,10.93,0.55,1.09,0,0,0,0,0.55,1.09,0.55,0,4.92,1.09,0.55,0,0,1.09,0,1.09
