stage,Cardiomyocyte,Epithelial_cell,Mesenchymal_cell,Neural_cell,Osteoblast,Pancreatic_cell
24hpf,0,4.09,0,0,0,0
72hpf,1.07,0,3.21,5.35,1.07,0
21Day,0,1.34,0,1.34,0,1.34
