stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,4.09,0,0,0,0,0,0,0,0,0,0,0,0,4.09,8.17,0,0,0,0,8.17,126.68,0,0,0,0,0,0,0,0,0,0
72hpf,1.07,3.21,0,0,2.14,6.42,0,0,0,0,0,0,0,0,3.21,4.28,0,6.42,0,0,0,0,42.79,44.93,0,1.07,0,5.35,0,2.14,2.14,0,0,0
21Day,8.03,2.68,0,17.4,0,12.05,0,0,0,0,1.34,0,0,0,0,5.35,1.34,33.46,0,0,1.34,0,16.06,21.42,0,0,0,22.76,0,26.77,1.34,0,0,0
3Month,0,1.6,1.92,11.2,0,0,0,1.6,3.52,0,13.76,0.96,0,8.32,1.28,1.92,2.88,5.44,1.28,0,0.96,2.88,1.28,0.64,0.64,0,0,0.32,6.72,616.54,0,2.56,191.65,3.52
22Month,0,1.64,0,5.47,0,0,1.09,2.73,0.55,1.64,24.05,2.19,0.55,4.92,0,0.55,2.19,6.01,0.55,1.09,0.55,0,1.09,0,1.64,0,22.41,0,0,274.42,0.55,0,0.55,1.64
