stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,4.09,0,0,4.09,0,0,0,0,0,0,0,0,8.17,0,0,0,0,0,4.09,12.26,12.26,0,0,0,0,4.09,24.52,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,3.21,5.35,0,7.49,1.07,6.42,0,1.07,0,0,0,0,0,0,0,3.21,0,0,88.79,6.42,5.35,0,1.07,0,0,18.19,4.28,0,0,0,12.84,0,0,0,0,0,2.14,0,0,0
21Day,9.37,6.69,1.34,95.04,0,12.05,0,14.72,0,1.34,2.68,0,0,4.02,1.34,29.45,6.69,1.34,48.19,21.42,78.97,0,0,14.72,2.68,12.05,9.37,0,0,0,24.09,13.39,0,1.34,1.34,1.34,1.34,0,0,13.39
3Month,1.92,9.92,4.16,127.34,0.64,0,1.28,4.48,0.32,18.56,25.28,0.64,0,200.29,23.68,8.64,80.31,9.6,28.48,42.87,22.4,8.32,0,10.88,5.76,5.12,0,4.8,2.56,0,1.28,5.44,0.32,28.16,0,0,1.28,13.76,34.87,50.55
22Month,0.55,16.95,4.92,53.57,0.55,0,1.09,3.83,0,11.48,44.83,10.39,0,573.99,18.04,27.33,92.93,2.73,6.56,84.18,33.89,0,4.92,9.29,1.09,3.28,1.09,6.01,3.83,2.19,1.09,1.09,0,22.41,4.92,1.09,0.55,0.55,0,31.16
