stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,40.86,20.43,0,89.9,0,4.09,0,0,0,0,0,0,8.17,0,0,0,0,4.09,20.43,28.6,351.43,0,4.09,0,0,81.73,3305.9,0,0,0,40.86,0,0,0,0,16.35,0,0,0
72hpf,27.81,16.05,0,51.35,19.26,29.95,0,5.35,0,0,3.21,0,0,0,0,3.21,0,16.05,58.84,3.21,206.47,0,5.35,0,0,441.82,864.39,1.07,0,0,116.61,2.14,0,32.09,0,10.7,0,0,0
21Day,14.72,2.68,0,46.85,4.02,103.07,0,17.4,0,0,2.68,0,0,2.68,1.34,20.08,0,4.02,4.02,1.34,61.57,0,0,4.02,0,99.05,231.57,1.34,0,0,36.14,8.03,4.02,14.72,0,0,1.34,0,10.71
3Month,0.64,2.56,0.64,93.11,1.28,0,3.2,8.96,0.32,3.84,23.36,0.32,0,35.83,24,8.32,15.68,6.4,13.12,14.4,47.03,4.8,0.32,7.68,6.72,20.8,7.36,8,0.32,0,2.88,2.56,318.35,0.96,0,0.32,9.92,171.49,27.2
22Month,0,5.47,3.28,67.79,0.55,0,1.64,2.73,0.55,3.28,34.44,9.84,0,125.18,11.48,25.15,41.55,6.56,10.39,49.2,35.53,0.55,2.19,4.37,1.64,10.39,2.73,10.39,3.83,0.55,2.19,0,118.08,3.83,4.92,0,2.73,0,13.67
