stage,Cardiomyocyte,Endothelial_cell,Epithelial_cell,Granulocyte,Hepatocyte,Immune_progenitor_cell,Keratinocyte,Macrophage,Mesenchymal_cell,Mt_rich_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Primordial_germ_cell,Retinal_pigment_epithelial_cell
24hpf,0,0,0,0,0,0,0,0,4.09,0,8.17,4.09,0,0,0
72hpf,0,1.07,0,0,0,0,1.07,0,0,0,7.49,0,0,0,1.07
21Day,0,0,0,0,0,0,0,0,1.34,0,8.03,4.02,0,0,0
3Month,0,0,0.96,0,0.96,0.32,0,0.32,0.32,0,0,0,0.32,0.64,0
22Month,0.55,0,0.55,1.64,4.37,0,0,1.09,0,0.55,0.55,0,0,0,0
