stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,16.35,40.86,0,65.38,16.35,0,0,0,0,0,12.26,0,0,0,0,8.17,8.17,16.35,649.74,0,0,0,0,224.75,4409.23,0,0,0,147.11,0,0,0,0,0,0,44.95,0,0,0
72hpf,13.91,0,0,11.77,7.49,6.42,0,1.07,0,0,0,0,0,0,1.07,1.07,16.05,0,70.61,0,0,0,0,849.41,203.26,2.14,0,0,28.88,0,0,0,16.05,5.35,1.07,6.42,0,0,0
21Day,16.06,1.34,2.68,56.22,1.34,10.71,0,0,0,1.34,0,0,1.34,5.35,8.03,2.68,13.39,4.02,137.87,0,0,4.02,0,627.77,210.15,1.34,4.02,0,44.17,29.45,0,6.69,44.17,4.02,14.72,8.03,0,0,2.68
3Month,0.32,11.84,0.64,27.84,4.48,0,0,1.28,1.6,0.32,0,10.88,3.2,0,3.84,0.64,3.52,3.2,8.96,6.4,0,1.92,1.28,6.08,5.12,6.4,0.32,0,0,0.32,0.32,88.31,6.08,0.96,0,4.16,1.6,128.94,2.88
22Month,0,14.76,1.09,12.03,0,0,0.55,0,0,7.65,0,27.88,0,0,5.47,0,1.64,0.55,3.28,0,2.19,2.19,3.83,0,8.2,1.64,1.09,0.55,0,0,0,38.81,12.03,0.55,0,1.09,2.19,1.09,0.55
