stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,12.26,16.35,0,28.6,4.09,0,0,0,0,0,0,0,0,0,0,0,20.43,12.26,81.73,0,0,0,16.35,719.21,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,5.35,9.63,0,18.19,3.21,0,0,1.07,0,0,0,0,0,2.14,0,7.49,18.19,1.07,58.84,0,1.07,0,112.33,178.66,0,1.07,35.3,1.07,0,19.26,0,4.28,4.28,0,0,0
21Day,14.72,5.35,0,53.54,1.34,8.03,0,4.02,0,1.34,0,2.68,0,18.74,1.34,1.34,14.72,4.02,89.68,1.34,9.37,1.34,34.8,99.05,0,1.34,41.49,4.02,0,12.05,2.68,0,1.34,1.34,0,4.02
3Month,0,0.96,0.32,10.24,0,0,0,0.32,0,1.92,0,11.2,9.92,0,2.56,1.28,4.16,1.6,2.88,0,0,0.32,0,0,0,1.6,0,0.64,2.56,0.32,0,0,0.96,1.92,0.32,1.28
22Month,0,8.2,1.09,5.47,0.55,0,0.55,0,1.09,2.19,2.19,43.19,48.11,1.09,2.19,0.55,2.19,3.28,13.12,1.09,2.19,0,0,1.64,0.55,0.55,0,0,1.09,1.64,0,0,0,1.09,0,1.09
