stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,40.86,0,8.17,0,0,0,0,0,0,0,0,0,0,0,16.35,8.17,44.95,0,0,0,0,93.99,28.6,4.09,0,0,0,0,0,0,0,0,0,0,0
72hpf,6.42,21.4,0,3.21,10.7,6.42,0,0,0,0,0,0,0,1.07,3.21,17.12,1.07,22.47,0,1.07,0,0,605.5,42.79,6.42,0,23.54,0,0,4.28,0,0,8.56,0,0,0
21Day,4.02,13.39,0,12.05,2.68,14.72,2.68,0,0,0,0,0,13.39,0,1.34,6.69,18.74,62.91,0,0,2.68,0,235.58,14.72,4.02,0,33.46,6.69,0,0,9.37,25.43,4.02,0,0,4.02
3Month,0.32,18.88,0.32,13.12,0.64,0,0,0.64,4.48,0,14.08,1.28,0,3.84,1.92,4.48,18.24,27.2,12.16,0,1.6,1.92,3.84,0.32,7.04,0.32,0.64,1.92,15.04,0,0,0,1.28,15.36,94.07,13.44
22Month,1.09,43.19,1.09,3.83,0,0,0,2.19,3.83,2.19,47.56,0.55,1.09,7.11,0,0.55,25.69,19.13,0.55,1.09,2.73,0,3.83,1.09,7.65,1.09,0,1.09,6.01,1.64,0.55,0,0,2.19,0.55,1.64
