stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,28.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,119.82,3.21,0,6.42,3.21,0,0,0,0,0,0,0,0,0,0,2.14,20.33,0,47.07,0,7.49,0,0,452.52,18.19,1.07,0,5.35,0,0,1.07,65.26,42.79,1.07,0,0,0
21Day,115.11,1.34,4.02,16.06,1.34,10.71,0,0,1.34,0,0,46.85,0,6.69,0,2.68,21.42,2.68,22.76,0,0,2.68,0,93.7,8.03,0,4.02,2.68,6.69,0,0,18.74,28.11,1.34,4.02,1.34,2.68
3Month,4.16,4.8,1.92,11.52,0,0,0,0,1.28,1.92,0,25.28,2.56,0,5.76,0.64,10.56,2.24,6.72,1.92,0,13.76,1.28,2.24,0.32,0.64,0.32,0,2.24,17.92,0.32,1.28,0,0,303.95,3.52,3.2
22Month,6.56,4.92,0,5.47,1.64,0,0.55,0.55,0.55,6.01,1.64,92.93,0.55,1.09,7.11,1.09,3.28,6.56,9.84,1.09,13.67,6.01,0.55,9.84,0.55,4.37,1.09,1.09,0,27.33,0,28.43,0,0,153.61,0,0.55
