stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.09,0,0,0,0,0,0,0,0,0,4.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,2.14,0,0,2.14,0,1.07,0,0,0,0,0,0,0,0,2.14,44.93,0,1.07,3.21,0,0,0,1.07,5.35,24.61,0,1.07,0,2.14,0,0,0,53.49,0,0,40.65,0,0,0
21Day,8.03,1.34,36.14,17.4,1.34,8.03,0,2.68,0,0,0,0,0,5.35,152.59,1.34,12.05,2.68,21.42,0,0,5.35,0,30.79,26.77,8.03,0,0,16.06,2.68,0,0,68.27,1.34,2.68,175.35,0,0,5.35
3Month,2.56,8.64,78.71,76.79,1.6,0,17.28,0.96,43.51,20.16,0.32,3554,38.39,1.6,2968.17,9.28,31.36,15.36,32.31,9.92,12.8,13.76,350.02,2.24,5.12,20.8,4.8,0,6.72,51.51,0.64,20.48,3.84,0.32,0,17.28,13.76,12.8,23.68
22Month,1.64,6.56,63.96,20.77,0,0,4.92,0.55,37.72,16.4,6.56,3279.93,6.01,3.28,2754.59,0.55,4.37,12.57,21.32,1.09,139.94,5.47,7.65,0.55,3.28,14.76,2.73,1.09,0.55,6.56,0,19.13,4.37,1.64,0,6.56,2.19,0,9.29
